Sample;Site.no;Cafeteria.ID;Caf;Substrate;Bagtype;Bag_root;Amanita;Amphinema;Cenococcum;Cortinarius;Hyaloscypha;Hygrophorus;Lactarius;Piloderma;Pseudotomentella;Russula;Tomentella_Thelephora;Tylospora
P24;5;24;4;P;Soilbag;Bag;0;0,303202847;0,002846975;0,000711744;0;0,034875445;0,101067616;0,073309609;0;0,326690391;0,152313167;0
P26;6;26;1;P;Soilbag;Bag;0;0;0,067357513;0;0;0;0;0;0;0,005181347;0,025906736;0,901554404
P27;6;27;2;P;Soilbag;Bag;0,429236499;0,000931099;0,022346369;0;0;0;0;0,026070764;0;0,078212291;0,118249534;0,256052142
P28;6;28;3;P;Soilbag;Bag;0;0,102589194;0,004170292;0,006672468;0;0;0;0;0;0,162641405;0,130113124;0,005838409
P29;6;29;4;P;Soilbag;Bag;0;0,001324503;0,092715232;0,002649007;0;0;0,001324503;0,005298013;0;0;0,104635762;0,743046358
P3;1;3;3;P;Soilbag;Bag;0;0,408928571;0,114285714;0,032142857;0;0;0,005357143;0,001785714;0;0,416071429;0,005357143;0
P30;6;30;5;P;Soilbag;Bag;0;0,000890472;0,000890472;0;0;0;0;0,000890472;0;0,000890472;0;0,975957257
P31;7;31;1;P;Soilbag;Bag;0,512789281;0,087697929;0,028014616;0,002436054;0;0;0,154689403;0,001218027;0;0;0;0,210718636
P32;7;32;2;P;Soilbag;Bag;0;0,722434776;0,003774476;0;0,004529372;0;0,004529372;0;0;0,009058743;0,213399125;0
P33;7;33;3;P;Soilbag;Bag;0;0,425140121;0,090342276;0,136399122;0;0;0,001771417;0;0;0;0,116062831;0
P35;7;35;5;P;Soilbag;Bag;0;0,147887324;0,001006036;0,3722334;0;0;0;0;0;0;0,436619718;0,014084507
P36;8;36;1;P;Soilbag;Bag;0;0,355763667;0;0,066154401;0;0;0;0;0,030872054;0;0,20671549;0,001470098
P37;8;37;2;P;Soilbag;Bag;0;0,110280374;0,052336449;0;0;0;0;0;0;0,261682243;0,575700935;0
P38;8;38;3;P;Soilbag;Bag;0,884895349;0,048419401;0;0;0,00161398;0;0;0,00161398;0;0,00645592;0,053261341;0,00161398
P39;8;39;4;P;Soilbag;Bag;0;0,087973274;0;0;0,001113586;0;0,20155902;0;0,39532294;0,011135857;0,041202673;0,038975501
P4;1;4;4;P;Soilbag;Bag;0;0,012903226;0;0,006451613;0,006451613;0;0,006451613;0;0,006451613;0,006451613;0,883870968;0
P40;8;40;5;P;Soilbag;Bag;0,013399983;0,214399721;0;0;0;0;0,026799965;0;0;0,046899939;0;0,093799878
P41;9;41;1;P;Soilbag;Bag;0;0;0,433333333;0;0;0;0,096666667;0;0;0,191111111;0,178888889;0,08
P42;9;42;2;P;Soilbag;Bag;0;0;0,787878788;0;0;0;0,007575758;0;0;0,007575758;0,189393939;0
P44;9;44;4;P;Soilbag;Bag;0,001493652;0;0,129200896;0;0;0;0,052277819;0,016430172;0,101568335;0,004480956;0,082897685;0,611650485
P45;9;45;5;P;Soilbag;Bag;0;0,217302949;0,007901925;0;0;0;0;0;0;0,031607702;0,738830027;0
P47;10;47;2;P;Soilbag;Bag;0;0,647058824;0,069053708;0;0;0;0;0,008951407;0;0;0,248081841;0
P48;10;48;3;P;Soilbag;Bag;0;0,314637483;0,002735978;0,020519836;0;0;0,047879617;0;0,039671683;0;0,272229822;0,272229822
P5;1;5;5;P;Soilbag;Bag;0,582545674;0;0,003115218;0,002076812;0;0;0;0,006230435;0;0;0,007268841;0,386286971
P50;10;50;5;P;Soilbag;Bag;0;0,119136961;0,01782364;0;0,000938086;0;0,033771107;0,273921201;0,315196998;0,061913696;0,160412758;0,000938086
P6;2;6;1;P;Soilbag;Bag;0;0,091846298;0,175257732;0;0;0;0;0;0;0,715089035;0,017806935;0
P7;2;7;2;P;Soilbag;Bag;0;0,394444444;0,080555556;0,002777778;0;0;0;0,041666667;0,002777778;0;0,230555556;0
P8;2;8;3;P;Soilbag;Bag;0;0,409722222;0,431944444;0;0;0;0,025;0;0,0375;0;0,090277778;0
P9;2;9;4;P;Soilbag;Bag;0;0,341269841;0,107142857;0;0;0;0,099206349;0;0,005952381;0;0,373015873;0
RH1;1;1;1;RH;Soilbag;Bag;0;0,004429393;0,702797048;0,001476464;0;0;0,004429393;0,002952929;0;0,053152718;0,066440897;0,118117151
RH10;2;10;5;RH;Soilbag;Bag;0;0,040887733;0,496292478;0,014099218;0,001775356;0;0;0;0;0;0,389138421;0
RH11;3;11;1;RH;Soilbag;Bag;0;0;0;0;0;0;0;0,001177163;0;0,2324897;0,042966451;0,013537375
RH12;3;12;2;RH;Soilbag;Bag;0;0;0,001336005;0;0;0;0;0,000668003;0;0,309285237;0,030728123;0,321309285
RH13;3;13;3;RH;Soilbag;Bag;0,071428571;0;0,071428571;0;0;0;0;0;0;0,5;0,035714286;0,214285714
RH14;3;14;4;RH;Soilbag;Bag;0,303571429;0,071428571;0,254464286;0;0;0;0,071428571;0,004464286;0;0,227678571;0;0
RH15;3;15;5;RH;Soilbag;Bag;0,071969697;0;0,008838384;0;0;0;0;0,000631313;0;0,917929293;0;0
RH16;4;16;1;RH;Soilbag;Bag;0;0,034482759;0,444219067;0;0;0;0;0,064908722;0,00811359;0,038539554;0,012170385;0,373225152
RH17;4;17;2;RH;Soilbag;Bag;0;0,213592233;0,116504854;0;0;0;0;0,378640777;0;0,223300971;0,067961165;0
RH18;4;18;3;RH;Soilbag;Bag;0;0;0,035950154;0,008987539;0,00038599;0;0,000998615;0;0,005991692;0,004993077;0;0,942692933
RH19;4;19;4;RH;Soilbag;Bag;0;0,784461153;0;0,002506266;0;0;0;0;0,002506266;0;0,007518797;0,005012531
RH2;1;2;2;RH;Soilbag;Bag;0,001231084;0,008393016;0,050358097;0;0;0;0,83930161;0,012589524;0,004196508;0,004196508;0,075537145;0
RH20;4;20;5;RH;Soilbag;Bag;0,006567066;0,280579511;0,106426711;0,004837578;0,001729489;0;0;0,033863044;0,101589133;0,164477645;0,077401244;0,019350311
RH21;5;21;1;RH;Soilbag;Bag;0;0,04601227;0,015337423;0;0;0;0;0;0;0,030674847;0,006134969;0,009202454
RH22;5;22;2;RH;Soilbag;Bag;0;0,210338681;0,008912656;0;0;0;0;0;0;0,714795009;0,065953654;0
RH23;5;23;3;RH;Soilbag;Bag;0,880803554;0,006016418;0,007219701;0;0;0;0,010829552;0,034428184;0;0,060164177;0;0
RH24;5;24;4;RH;Soilbag;Bag;0,583468967;0,000880044;0;0;0,000270368;0;0;0,082724107;0,009680481;0,301854986;0,020241005;0
RH25;5;25;5;RH;Soilbag;Bag;0,285893827;0,077971044;0,058978097;0;0,002184875;0,000999629;0;0,172121765;0;0,147945057;0,078970672;0
RH26;6;26;1;RH;Soilbag;Bag;0,004873294;0;0;0;0;0;0;0,000974659;0;0,020467836;0,027290448;0,212475634
RH27;6;27;2;RH;Soilbag;Bag;0,855001221;0;0,069460956;0;0;0;0;0,036624868;0;0,001262926;0;0,002525853
RH28;6;28;3;RH;Soilbag;Bag;0,229976959;0,00116522;0,00233044;0,032626163;0,0004286;0;0;0,00116522;0;0,12700899;0,205078737;0,00233044
RH29;6;29;4;RH;Soilbag;Bag;0,019765774;0,096632675;0,08455359;0;0;0;0,086749788;0,143118494;0;0;0,079063097;0
RH30;6;30;5;RH;Soilbag;Bag;0,546080965;0,000861326;0,074935401;0,000861326;0;0;0;0,001722653;0;0,064599483;0;0,282515073
RH31;7;31;1;RH;Soilbag;Bag;0,816720257;0,004823151;0,025723473;0;0;0;0,059485531;0;0;0;0;0,001607717
RH32;7;32;2;RH;Soilbag;Bag;0;0,204651163;0,011627907;0;0;0;0,509302326;0;0;0;0,258139535;0
RH33;7;33;3;RH;Soilbag;Bag;0,343682716;0,061371914;0,040096317;0,005728045;0;0;0,058917037;0,000818292;0,221757181;0;0,253670576;0,000818292
RH35;7;35;5;RH;Soilbag;Bag;0,000354263;0,000968214;0;0,097789619;0;0;0;0,000968214;0;0;0,019364281;0
RH36;8;36;1;RH;Soilbag;Bag;0,151272467;0;0,063945139;0;0,002067143;0;0;0;0,014210031;0,031972569;0,021315046;0
RH37;8;37;2;RH;Soilbag;Bag;0;0,327102804;0,040498442;0,003115265;0;0;0;0;0;0,585669782;0,037383178;0
RH38;8;38;3;RH;Soilbag;Bag;0;0,174670391;0;0,035647019;0,001883477;0;0;0,007129404;0,256658534;0,024952913;0,007129404;0,003564702
RH39;8;39;4;RH;Soilbag;Bag;0,001833313;0;0;0,007463171;0;0;0,716464449;0,003731586;0,022389514;0;0,003731586;0,007463171
RH4;1;4;4;RH;Soilbag;Bag;0,000433715;0,01379881;0,234579764;0,031047322;0,000433715;0;0,003449702;0,062528358;0;0,113840179;0,01379881;0,041396429
RH40;8;40;5;RH;Soilbag;Bag;0,002146333;0,019316993;0;0;0;0;0,002146333;0;0;0;0,002146333;0,072975307
RH41;9;41;1;RH;Soilbag;Bag;0,517379002;0,033973321;0,091927809;0;0;0;0,020983522;0;0,01698666;0,143887006;0,173863465;0,000999215
RH42;9;42;2;RH;Soilbag;Bag;0,00481232;0;0;0;0;0;0;0,24879692;0;0;0;0,24879692
RH43;9;43;3;RH;Soilbag;Bag;0,000163268;0,412723302;0;0,010899383;0;0;0,171483626;0,073389179;0;0;0,268124821;0,06176317
RH45;9;45;5;RH;Soilbag;Bag;0;0,211538462;0,142857143;0;0;0;0,024725275;0;0;0;0,524725275;0,096153846
RH47;10;47;2;RH;Soilbag;Bag;0,00060721;0,148766378;0,431118891;0;0,000532826;0,004857678;0;0,006679307;0;0,02064513;0,382542114;0,00060721
RH48;10;48;3;RH;Soilbag;Bag;0;0,006006373;0,013214022;0;0,000539451;0;0;0;0;0;0;0,81806807
RH5;1;5;5;RH;Soilbag;Bag;0,1627494;0;0,000997567;0,002992701;0,008126536;0;0,004987834;0,006131402;0;0,010973235;0;0,001995134
RH50;10;50;5;RH;Soilbag;Bag;0;0,049027237;0,006225681;0;0;0;0;0,070817121;0,014785992;0,539299611;0,295719844;0,00155642
RH6;2;6;1;RH;Soilbag;Bag;0;0,189300412;0,187242798;0;0;0;0;0;0;0,582304527;0,03909465;0
RH7;2;7;2;RH;Soilbag;Bag;0;0,066666667;0,004301075;0,077419355;0;0;0,015053763;0,070967742;0;0,2;0,122580645;0
RH8;2;8;3;RH;Soilbag;Bag;0;0,194285714;0,771428571;0;0;0;0;0,002857143;0,031428571;0;0;0
RH9;2;9;4;RH;Soilbag;Bag;0;0,354368932;0,160194175;0,001213592;0;0;0,001213592;0,338592233;0;0;0,141990291;0
S1;1;1;1;1_S;Sandbag;Bag;0;0,234084231;0,229187071;0,21596474;0;0;0;0,072477963;0;0,079333986;0,022526934;0,011263467
S10;2;10;5;1_S;Sandbag;Bag;0;0,3988799;0,092719353;0,13876789;0;0;0;0;0;0;0,315494711;0
S12;3;12;2;1_S;Sandbag;Bag;0,011639185;0,024248303;0,139670223;0,006789525;0,011639185;0;0;0,033947624;0;0,101842871;0,056256062;0,596508244
S13;3;13;3;1_S;Sandbag;Bag;0;0,625531915;0,00106383;0;0;0;0;0;0;0;0,225531915;0,145744681
S14;3;14;4;1_S;Sandbag;Bag;0;0,881130507;0,089775561;0;0,004987531;0;0;0;0,003325021;0;0,019950125;0
S15;3;15;5;1_S;Sandbag;Bag;0;0,006711409;0;0,077181208;0;0;0;0;0;0;0,916107383;0
S16;4;16;1;1_S;Sandbag;Bag;0;0,02140255;0,556010929;0;0;0;0;0,00273224;0,115209472;0;0,125227687;0,170309654
S17;4;17;2;1_S;Sandbag;Bag;0;0,702849389;0,121438263;0;0;0;0;0,103799186;0,017639077;0;0,041383989;0,012890095
S18;4;18;3;1_S;Sandbag;Bag;0;0,290840415;0,033050047;0;0;0;0;0,006610009;0,303116147;0;0,028328612;0,307837583
S19;4;19;4;1_S;Sandbag;Bag;0;0,852783726;0,064775161;0;0;0;0;0;0,041755889;0,003747323;0,003211991;0
S2;1;2;2;1_S;Sandbag;Bag;0,123337364;0,165659008;0,060459492;0,016928658;0,007255139;0;0;0,189842805;0;0,012091898;0,415961306;0,008464329
S20;4;20;5;1_S;Sandbag;Bag;0;0,102776137;0,606024808;0;0;0;0;0,015948021;0,19019492;0;0,075605434;0
S22;5;22;2;1_S;Sandbag;Bag;0;0,636465324;0,033557047;0;0;0;0;0;0;0;0,140193885;0
S23;5;23;3;1_S;Sandbag;Bag;0;0,8069869;0,055021834;0;0;0;0;0;0;0;0,109170306;0,028820961
S24;5;24;4;1_S;Sandbag;Bag;0;0,570116861;0,024207012;0,054257095;0,001669449;0;0;0;0;0,053422371;0,296327212;0
S25;5;25;5;1_S;Sandbag;Bag;0;0,771883289;0,060123784;0,013262599;0,015030946;0;0,024756852;0,008841733;0;0,031830239;0,051282051;0,000884173
S26;6;26;1;1_S;Sandbag;Bag;0,051603905;0;0;0;0;0;0,0013947;0,013947001;0;0;0,009762901;0,905160391
S27;6;27;2;1_S;Sandbag;Bag;0,013435701;0;0,399232246;0,044145873;0;0;0;0,040307102;0;0;0,049904031;0,316698656
S28;6;28;3;1_S;Sandbag;Bag;0;0,228209192;0,072900158;0,000792393;0;0;0,000792393;0;0;0,110142631;0,033280507;0
S29;6;29;4;1_S;Sandbag;Bag;0,013862333;0,287284895;0,01290631;0,002390057;0;0;0;0,032026769;0;0,00334608;0,101816444;0,530592734
S31;7;31;1;1_S;Sandbag;Bag;0,002673797;0,854723708;0,040106952;0;0;0;0,004456328;0;0;0;0,045454545;0,02228164
S32;7;32;2;1_S;Sandbag;Bag;0,017353579;0,905639913;0,005422993;0,007592191;0;0;0;0;0;0;0,009761388;0,01626898
S35;7;35;5;1_S;Sandbag;Bag;0;0,193293886;0;0,146449704;0;0;0;0;0;0;0,046844181;0,564102564
S36;8;36;1;1_S;Sandbag;Bag;0;0,224937343;0,053884712;0,001253133;0;0;0;0;0,459899749;0;0,003759398;0,005012531
S37;8;37;2;1_S;Sandbag;Bag;0,00170068;0,987244898;0;0;0;0;0;0,00085034;0;0;0,009353741;0,00085034
S38;8;38;3;1_S;Sandbag;Bag;0,367088608;0,231012658;0;0;0,028481013;0;0,015822785;0,012658228;0;0;0,018987342;0,17721519
S39;8;39;4;1_S;Sandbag;Bag;0;0,309503785;0,002102607;0,060134567;0,000841043;0;0,001682086;0;0,116063919;0;0,018502944;0,418418839
S4;1;4;4;1_S;Sandbag;Bag;0;0,384996461;0,063694268;0,027600849;0;0;0;0;0;0;0,439490446;0,029016277
S40;8;40;5;1_S;Sandbag;Bag;0;0,039473684;0;0;0,007518797;0;0,002819549;0;0;0;0;0,692669173
S41;9;41;1;1_S;Sandbag;Bag;0,002082249;0,550234253;0,419052577;0;0;0;0;0;0;0;0,024986986;0,003643935
S42;9;42;2;1_S;Sandbag;Bag;0;0,02762855;0,919416731;0;0;0;0;0,005372218;0;0;0,045280123;0,002302379
S43;9;43;3;1_S;Sandbag;Bag;0;0,606669517;0,014108593;0,003420265;0;0;0;0,000855066;0,335185977;0,000855066;0,02180419;0,003847798
S44;9;44;4;1_S;Sandbag;Bag;0;0;0,043059126;0,220437018;0,001928021;0;0,000642674;0,001928021;0,062339332;0,008997429;0,130462725;0,529562982
S45;9;45;5;1_S;Sandbag;Bag;0;0,034722222;0,090277778;0;0;0;0;0;0,013888889;0;0,180555556;0,097222222
S47;10;47;2;1_S;Sandbag;Bag;0;0,74955595;0,064535228;0,000592066;0;0;0;0;0;0;0,151568976;0
S48;10;48;3;1_S;Sandbag;Bag;0;0,615224192;0,013034411;0;0,002606882;0;0,009384776;0,004171011;0;0;0;0,29092805
S5;1;5;5;1_S;Sandbag;Bag;0,03546798;0,046305419;0;0,024630542;0,008866995;0;0,046305419;0,020689655;0;0;0,222660099;0
S50;10;50;5;1_S;Sandbag;Bag;0;0,674145844;0,000509944;0;0,000509944;0;0;0,000509944;0,112697603;0,028046915;0,051504335;0,00254972
S6;2;6;1;1_S;Sandbag;Bag;0;0,660340314;0,090968586;0;0;0;0,042539267;0;0,117801047;0,008507853;0,065445026;0
S7;2;7;2;1_S;Sandbag;Bag;0;0,67842031;0,256699577;0;0;0;0;0,009167842;0;0;0,052891396;0
S8;2;8;3;1_S;Sandbag;Bag;0,00532198;0,748270357;0,026609899;0,001596594;0;0;0;0;0,167642363;0,00266099;0,034592869;0
S9;2;9;4;1_S;Sandbag;Bag;0;0,657877814;0,009646302;0;0;0;0;0,000643087;0,219935691;0;0,055948553;0
